review_id,package_id,selection_type,stratum,document_id,title,anio,dimension_id,dimension,page,quote,source_path,source_sha256,interpellation_evidence,review_status,literal_verified,relevance,recommended_action,reviewer_note,reviewer,reviewed_at
evolucion_enfoques:dimension:P1:brechas_implementacion:1,evolucion_enfoques,dimension_coverage,"{""period_id"": ""P1"", ""dimension"": ""brechas_implementacion""}",https://hdl.handle.net/11362/42527,Evaluaciones del desempeño ambiental: Perú,2017,2213,brechas_implementacion,227,"El Tesoro Público aporta la mayor parte del financiamiento para la conservación de la biodiversidad, que ha aumentado en un 500% entre 2004 y 2010, aunque sigue siendo insuficiente.",fase2/corpus/resultados/json/doc_42527.json,4d5bf261ab10e5ae21892f9d164d8ba5980457aa3d03d30325bdac1b3153e9d5,,pending,,,,,,
evolucion_enfoques:dimension:P1:desafios:1,evolucion_enfoques,dimension_coverage,"{""period_id"": ""P1"", ""dimension"": ""desafios""}",https://hdl.handle.net/11362/39009,Evaluación de los impactos del cambio climático sobre la salud: economía del cambio climático en la Argentina,2015,1073,desafios,21,"Por otro lado, las zonas de mayor cantidad de casos no coinciden con las predichas como de mayor riesgo (mapa 6).",fase2/corpus/resultados/json/doc_39009.json,19ef92c53a54baff5249cb7b411f4a308084f9a026d4861075efbc8f3ed958e0,,pending,,,,,,
evolucion_enfoques:dimension:P1:diagnostico_estructural:1,evolucion_enfoques,dimension_coverage,"{""period_id"": ""P1"", ""dimension"": ""diagnostico_estructural""}",https://hdl.handle.net/11362/40159,Horizontes 2030: la igualdad en el centro del desarrollo sostenible,2016,1525,diagnostico_estructural,114,"Los motores del crecimiento en el largo plazo son la diversificación productiva y el aumento del peso de los sectores de mayor intensidad tecnológica, materializado en un gran impulso (big push) ambiental de inversiones bajas en carbono.",fase2/corpus/resultados/json/doc_40159.json,0877f929674570986470ca03b25d4ec4749402674999cb1b238115b11f5b154b,,pending,,,,,,
evolucion_enfoques:dimension:P1:propuestas_politica:1,evolucion_enfoques,dimension_coverage,"{""period_id"": ""P1"", ""dimension"": ""propuestas_politica""}",https://hdl.handle.net/11362/45689,Procesos de adaptación al cambio climático: análisis de América Latina,2017,3950,propuestas_politica,10," Las estrategias de adaptación, requieren proteger a la población más vulnerable y los activos naturales. Asimismo, pueden contribuir a la eficiencia energética e hídrica, salud y contaminación atmosférica en las ciudades, seguridad alimentaria y energética, las actividades agrícolas, la prevención de los eventos climáticos extremos y la biodiversidad. La priorización de cada uno de estos aspectos variaría según el contexto regional o local.",fase2/corpus/resultados/json/doc_45689.json,719401a6afa71d187df3e23415ff1c582aecd985685ba7f26cec2eb121d688eb,,pending,,,,,,
evolucion_enfoques:dimension:P1:tendencias:1,evolucion_enfoques,dimension_coverage,"{""period_id"": ""P1"", ""dimension"": ""tendencias""}",https://hdl.handle.net/11362/39149,Cambio climático en Centroamérica: Impactos potenciales y opciones de política pública,2015,1186,tendencias,126,"En el escenario menos pesimista (B2) se espera un incremento de entre 4% y 6% en ambas plantas para el corte 2020 respecto del período histórico. A partir de 2020, las estimaciones se vuelven negativas hasta llegar a una disminución del 26% en Chixoy y del 17% en Cerrón Grande a 2100.",fase2/corpus/resultados/json/doc_39149.json,71e3eb9836613242bb7caff7918a7277fcfa175bcfa5e72c9d462690a0ca12d3,,pending,,,,,,
evolucion_enfoques:dimension:P2:brechas_implementacion:1,evolucion_enfoques,dimension_coverage,"{""period_id"": ""P2"", ""dimension"": ""brechas_implementacion""}",https://hdl.handle.net/11362/46227,Construir un nuevo futuro: una recuperación transformadora con igualdad y sostenibilidad,2020,4524,brechas_implementacion,75,"Estas crisis están estrechamente interrelacionadas y, en este capítulo, esas interrelaciones se analizan en términos de un modelo de tres brechas, cuyo punto de partida es el reconocimiento de que la economía internacional presenta grandes asimetrías tecnológicas, financieras, institucionales y de poder, que se reproducen endógenamente, conformando un sistema centro-periferia.",fase2/corpus/resultados/json/doc_46227.json,a89d1c59c71ffeafd05958847e1cdef685e33c97f2fb1a342a917884bb6d6ce4,,pending,,,,,,
evolucion_enfoques:dimension:P2:desafios:1,evolucion_enfoques,dimension_coverage,"{""period_id"": ""P2"", ""dimension"": ""desafios""}",https://hdl.handle.net/11362/45023,"Índices climáticos, políticas de aseguramiento agropecuario y gestión integral de riesgos en Centroamérica y la República Dominicana: experiencias internacionales y avances regionales",2019,3383,desafios,39,La discrepancia entre los daños en las cosechas en los productores y los pagos registrados por las compañías aseguradoras se conoce como riesgo de base y uno de los objetivos de un programa de aseguramiento agropecuario debería ser minimizarlo.,fase2/corpus/resultados/json/doc_45023.json,6b63b794cefe1706f2ff3de712f633c7a2fdf113fcf89aafe5bc549d83dca9a8,,pending,,,,,,
evolucion_enfoques:dimension:P2:diagnostico_estructural:1,evolucion_enfoques,dimension_coverage,"{""period_id"": ""P2"", ""dimension"": ""diagnostico_estructural""}",https://hdl.handle.net/11362/46433,Fortalecimiento de la cadena de valor de café en la República Dominicana: en respuesta al cambio climático,2020,4653,diagnostico_estructural,72,"Un circuito es una red que permite establecer una comunicación entre zonas de producción y algunos mercados, además del flujo del producto.",fase2/corpus/resultados/json/doc_46433.json,72a5ad77776a1a45168eeebb3707f9e478f0f806eba6c4b35fe0984e6f83b320,,pending,,,,,,
evolucion_enfoques:dimension:P2:propuestas_politica:1,evolucion_enfoques,dimension_coverage,"{""period_id"": ""P2"", ""dimension"": ""propuestas_politica""}",https://hdl.handle.net/11362/44472,"Mainstreaming disaster risk management strategies in development instruments (II): policy briefs for Barbados, Guyana, Saint Lucia, Suriname, and Trinidad and Tobago",2019,2775,propuestas_politica,27,"Launched by the Caribbean Disaster Emergency Management Agency (CDEMA) in 2018, this initiative will “provide guidelines for specific protocols and procedures […] and influence a comprehensive approach to planning for and managing a myriad of potential natural and man-made hazards and safety issues within schools”.",fase2/corpus/resultados/json/doc_44472.json,6e7441bcbaa9721c97d7d43061bd935786c3c814a60c825f9f571da494277295,,pending,,,,,,
evolucion_enfoques:dimension:P2:tendencias:1,evolucion_enfoques,dimension_coverage,"{""period_id"": ""P2"", ""dimension"": ""tendencias""}",https://hdl.handle.net/11362/46482,Transición energética de la República Dominicana: ¿cómo las estrategias de descarbonización del sector eléctrico aceleran la participación del sector privado en la contribución determinada a nivel nacional CDN?,2020,4733,tendencias,35,"El escenario inercial (Bussiness As Usual -BAU-) al 2030 considera un crecimiento del PIB de 5%, similar al observado históricamente, una evolución de la eficiencia energética similar a la observada para el periodo 2010 – 2017 y una penetración de re novables tendencial.",fase2/corpus/resultados/json/doc_46482.json,6695c2b1580acb8245414fc67637f86d89d56eb5d82246f60e457c5c654c97c5,,pending,,,,,,
evolucion_enfoques:dimension:P3:brechas_implementacion:1,evolucion_enfoques,dimension_coverage,"{""period_id"": ""P3"", ""dimension"": ""brechas_implementacion""}",https://hdl.handle.net/11362/69075,"Panorama de la Gestión Pública en América Latina y el Caribe, 2023: un Estado preparado para la acción climática",2024,671,brechas_implementacion,39,"la falta de información y la necesidad de seguir fortaleciendo los sistemas estadísticos nacionales siguen constituyendo uno de los desafíos más urgentes... especialmente en los del Caribe, donde la brecha estadística limita su capacidad para desarrollar indicadores",fase2/pilot/doc19_gestion_publica.json,dab202c304f29f7a75faf4acc6e378cd383c1dfb915fd0db0df08a242980eb9a,,pending,,,,,,
evolucion_enfoques:dimension:P3:desafios:1,evolucion_enfoques,dimension_coverage,"{""period_id"": ""P3"", ""dimension"": ""desafios""}",https://hdl.handle.net/11362/81035,Avaliação dos efeitos e impactos das inundações no Rio Grande do Sul. Novembro 2024,2024,7260,desafios,71,"A identificação de crianças e seus responsáveis foi desafiadora, especialmente quando estavam em abrigos diferentes e as crianças muitas vezes não sabiam sua identificação completa.",fase2/corpus/resultados/json/doc_81035.json,f77e1a36c507f53d6e9291aaa6c9a20527c02259472c226613da54c3dad53ca5,,pending,,,,,,
evolucion_enfoques:dimension:P3:diagnostico_estructural:1,evolucion_enfoques,dimension_coverage,"{""period_id"": ""P3"", ""dimension"": ""diagnostico_estructural""}",https://hdl.handle.net/11362/90001,El mundo del trabajo frente a las transformaciones ambientales: desafíos para la inclusión laboral,2026,8316,diagnostico_estructural,22,"Estos cambios incrementan el tiempo que las mujeres destinan a tareas de cuidado, especialmente en lugares que carecen de infraestructura básica.",fase2/corpus/resultados/json/doc_90001.json,7be4d80314e485fd45ade18ef2cf44ccbf14498119c347c8fadee0d74245fd37,,pending,,,,,,
evolucion_enfoques:dimension:P3:propuestas_politica:1,evolucion_enfoques,dimension_coverage,"{""period_id"": ""P3"", ""dimension"": ""propuestas_politica""}",https://hdl.handle.net/11362/69216,"Panorama Fiscal de América Latina y el Caribe, 2024: política fiscal para enfrentar los desafíos del cambio climático",2024,6900,propuestas_politica,52,Este esfuerzo inversor también deberá alinearse con las metas de reducción de emisiones de GEI aprobadas por los países de la región en virtud del Acuerdo de París.,fase2/corpus/resultados/json/doc_69216.json,588f8a0aa1ac45e0f956c29c05c7c7e46809535376098efb0035707d6018fd6a,,pending,,,,,,
evolucion_enfoques:dimension:P3:tendencias:1,evolucion_enfoques,dimension_coverage,"{""period_id"": ""P3"", ""dimension"": ""tendencias""}",https://hdl.handle.net/11362/68686,Información climática disponible y recomendaciones para su uso en la inversión pública en los países del COSEFIN/SICA,2023,6532,tendencias,38,"La evidencia del cambio en el clima durante el período histórico en la región indica un aumento de la temperatura sostenido en todos los países de la región, con algunas diferencias.",fase2/corpus/resultados/json/doc_68686.json,1d16694b98a43dca75d1343ae7c003d306357a116d0a2cccf98efe99b5010877,,pending,,,,,,
